47520,57778,332,concept:drugpossiblytreatsphysiologicalcondition_inv,Relation
6455,879,85,concept:personchargedwithcrime,Relation
18266,718,7,concept:subpartof,Relation
13128,66784,226,concept:athleteflyouttosportsteamposition_inv,Relation
6258,1356,9,concept:atdate,Relation
32866,29370,178,concept:teamplaysincity_inv,Relation
51506,51373,135,concept:professionistypeofprofession,Relation
2203,65281,152,concept:coachwontrophy_inv,Relation
633,73244,170,concept:hasofficeincity_inv,Relation
59272,69726,384,concept:visualartistartform_inv,Relation
11735,667,41,concept:objectpartofobject,Relation
3787,716,9,concept:atdate,Relation
1609,32873,31,concept:organizationhiredperson,Relation
1436,14693,231,concept:agriculturalproductcookedwithagriculturalproduct,Relation
52321,58849,363,concept:arterycalledartery,Relation
24531,717,9,concept:atdate,Relation
31559,31556,242,concept:riveremptiesintoriver_inv,Relation
52168,54246,352,concept:agriculturalproductcontainchemical_inv,Relation
4760,4398,170,concept:hasofficeincity_inv,Relation
52152,1129,173,concept:persondiedincountry,Relation
52188,52197,109,concept:itemfoundinroom,Relation
1312,32587,15,concept:mutualproxyfor,Relation
18955,18954,133,concept:personalsoknownas,Relation
61182,61181,244,concept:actorstarredinmovie_inv,Relation
9897,39513,238,concept:teamplaysagainstteam_inv,Relation
40264,4078,179,concept:teamplaysinleague,Relation
45126,68068,376,concept:politicianusholdsoffice_inv,Relation
13128,65282,226,concept:athleteflyouttosportsteamposition_inv,Relation
2872,32845,276,concept:statelocatedincountry_inv,Relation
52501,816,71,concept:touristattractionsuchastouristattraction,Relation
54872,48699,345,concept:agriculturalproductincludingagriculturalproduct,Relation
42899,43594,43,concept:agentcreated,Relation
574,75048,14,concept:agentparticipatedinevent_inv,Relation
19262,61708,189,concept:musicianinmusicartist,Relation
1284,718,7,concept:subpartof,Relation
27631,2024,21,concept:companyeconomicsector,Relation
10918,73126,170,concept:hasofficeincity_inv,Relation
51473,4165,136,concept:professionistypeofprofession_inv,Relation
52482,52483,69,concept:thinghasshape,Relation
10071,40021,237,concept:teamplaysagainstteam,Relation
209,35218,397,concept:leaguestadiums,Relation
9909,568,7,concept:subpartof,Relation
48702,17377,78,concept:animalpreyson_inv,Relation
17331,1562,9,concept:atdate,Relation
746,21292,64,concept:personmovedtostateorprovince_inv,Relation
29996,12883,96,concept:subpartoforganization_inv,Relation
22782,5682,59,concept:persongraduatedfromuniversity,Relation
2204,18157,264,concept:teamwontrophy_inv,Relation
69525,69524,73,concept:organizationterminatedperson,Relation
9963,36004,18,concept:locationlocatedwithinlocation_inv,Relation
1367,241,10,concept:atdate_inv,Relation
45274,744,311,concept:academicprogramatuniversity,Relation
57235,816,71,concept:touristattractionsuchastouristattraction,Relation
15657,39962,263,concept:teamwontrophy,Relation
22045,22044,68,concept:haswife_inv,Relation
13128,65527,226,concept:athleteflyouttosportsteamposition_inv,Relation
7769,11373,286,concept:countrylocatedingeopoliticallocation_inv,Relation
7180,24584,22,concept:companyeconomicsector_inv,Relation
58699,2401,40,concept:bodypartcontainsbodypart_inv,Relation
23957,23961,97,concept:agentcontributedtocreativework,Relation
9146,4494,52,concept:agentactsinlocation_inv,Relation
1896,879,85,concept:personchargedwithcrime,Relation
75464,77,0,concept:agentbelongstoorganization,Relation
28120,564,3,concept:proxyfor,Relation
7505,59889,158,concept:athleteplaysforteam_inv,Relation
716,12125,10,concept:atdate_inv,Relation
1451,902,9,concept:atdate,Relation
13114,570,9,concept:atdate,Relation
54842,48760,231,concept:agriculturalproductcookedwithagriculturalproduct,Relation
29357,1035,326,concept:sportsgameteam_inv,Relation
934,11923,92,concept:organizationheadquarteredincountry_inv,Relation
43844,43843,310,concept:bookwriter_inv,Relation
624,29013,10,concept:atdate_inv,Relation
3240,4079,302,concept:sporthassportsteamposition_inv,Relation
51881,23510,136,concept:professionistypeofprofession_inv,Relation
6091,5083,8,concept:subpartof_inv,Relation
10590,68008,140,concept:politicianrepresentslocation_inv,Relation
48376,49063,343,concept:mammalsuchasmammal,Relation
5575,38,6,concept:agentcompeteswithagent_inv,Relation
1082,4086,237,concept:teamplaysagainstteam,Relation
11306,54379,209,concept:agriculturalproductcutintogeometricshape,Relation
27423,624,9,concept:atdate,Relation
38250,2205,32,concept:organizationhiredperson_inv,Relation
11289,11286,62,concept:persongraduatedschool_inv,Relation
14376,14377,9,concept:atdate,Relation
13128,65557,226,concept:athleteflyouttosportsteamposition_inv,Relation
72819,72832,207,concept:producesproduct,Relation
5,68437,399,concept:agentbelongstoorganization_inv,Relation
24167,11911,1,concept:worksfor,Relation
23474,118,57,concept:personbelongstoorganization,Relation
6364,6366,57,concept:personbelongstoorganization,Relation
42883,42884,309,concept:bookwriter,Relation
396,699,49,concept:personborninlocation,Relation
55921,55890,110,concept:itemfoundinroom_inv,Relation
46531,46562,321,concept:emotionassociatedwithdisease,Relation
27140,1679,23,concept:atlocation,Relation
816,31951,72,concept:touristattractionsuchastouristattraction_inv,Relation
2430,2552,39,concept:bodypartcontainsbodypart,Relation
4398,4956,169,concept:hasofficeincity,Relation
61217,22089,244,concept:actorstarredinmovie_inv,Relation
35276,26,398,concept:leaguestadiums_inv,Relation
45200,45468,312,concept:academicprogramatuniversity_inv,Relation
1333,624,9,concept:atdate,Relation
33678,1524,257,concept:hotelincity,Relation
51668,51373,135,concept:professionistypeofprofession,Relation
564,2090,16,concept:mutualproxyfor_inv,Relation
9241,645,9,concept:atdate,Relation
64760,64759,386,concept:athletebeatathlete_inv,Relation
13089,20734,207,concept:producesproduct,Relation
14279,51004,163,concept:organizationacronymhasname,Relation
1531,62233,128,concept:musicianplaysinstrument_inv,Relation
29023,1895,83,concept:organizationheadquarteredincity,Relation
70165,2563,1,concept:worksfor,Relation
52517,52601,109,concept:itemfoundinroom,Relation
24222,699,49,concept:personborninlocation,Relation
28574,28580,7,concept:subpartof,Relation
31648,816,71,concept:touristattractionsuchastouristattraction,Relation
5716,17391,372,concept:newspaperincity_inv,Relation
16261,1068,9,concept:atdate,Relation
8366,8365,26,concept:agentcollaborateswithagent_inv,Relation
42984,42915,44,concept:agentcreated_inv,Relation
241,68623,378,concept:politicianusmemberofpoliticalgroup_inv,Relation
56203,13852,16,concept:mutualproxyfor_inv,Relation
74624,1362,9,concept:atdate,Relation
36662,4196,16,concept:mutualproxyfor_inv,Relation
69380,1129,173,concept:persondiedincountry,Relation
10548,64927,184,concept:athletehomestadium_inv,Relation
41967,41861,293,concept:conceptprerequisiteof,Relation
65667,40667,157,concept:athleteplaysforteam,Relation
42447,4402,295,concept:sportschoolincountry,Relation
21768,21767,120,concept:hashusband_inv,Relation
3,362,399,concept:agentbelongstoorganization_inv,Relation
1208,3017,4,concept:proxyfor_inv,Relation
38,40230,96,concept:subpartoforganization_inv,Relation
699,13803,48,concept:personbornincity_inv,Relation
574,265,14,concept:agentparticipatedinevent_inv,Relation
645,23074,10,concept:atdate_inv,Relation
68953,68954,97,concept:agentcontributedtocreativework,Relation
69682,59275,383,concept:visualartistartform,Relation
10682,843,202,concept:personleadsgeopoliticalorganization_inv,Relation
42851,14154,310,concept:bookwriter_inv,Relation
691,28026,4,concept:proxyfor_inv,Relation
44477,44478,309,concept:bookwriter,Relation
170,70193,28,concept:personleadsorganization_inv,Relation
57845,57848,333,concept:drugworkedonbyagent,Relation
7957,7956,12,concept:latitudelongitude_inv,Relation
39426,4086,238,concept:teamplaysagainstteam_inv,Relation
1430,10624,10,concept:atdate_inv,Relation
61414,61415,134,concept:personalsoknownas_inv,Relation
576,76,23,concept:atlocation,Relation
76,576,24,concept:atlocation_inv,Relation
330,455,96,concept:subpartoforganization_inv,Relation
870,13635,24,concept:atlocation_inv,Relation
43439,43252,309,concept:bookwriter,Relation
365,4892,24,concept:atlocation_inv,Relation
49821,50195,250,concept:chemicalistypeofchemical_inv,Relation
68053,59175,374,concept:politicianusendorsedbypoliticianus_inv,Relation
564,46819,4,concept:proxyfor_inv,Relation
20559,48471,231,concept:agriculturalproductcookedwithagriculturalproduct,Relation
2826,2827,25,concept:agentcollaborateswithagent,Relation
66355,60,159,concept:athleteplaysinleague,Relation
26720,4885,23,concept:atlocation,Relation
1774,32622,15,concept:mutualproxyfor,Relation
4095,14000,12,concept:latitudelongitude_inv,Relation
7402,625,9,concept:atdate,Relation
48875,14982,75,concept:animalistypeofanimal,Relation
10336,625,9,concept:atdate,Relation
347,71389,25,concept:agentcollaborateswithagent,Relation
691,8941,4,concept:proxyfor_inv,Relation
45342,45383,315,concept:academicfieldsuchasacademicfield,Relation
649,10999,4,concept:proxyfor_inv,Relation
4087,59296,188,concept:athleteplayssportsteamposition_inv,Relation
65069,20853,155,concept:athleteplayssport,Relation
49566,6831,197,concept:arthropodandotherarthropod,Relation
624,74745,10,concept:atdate_inv,Relation
17643,699,47,concept:personbornincity,Relation
34601,36098,215,concept:citylocatedingeopoliticallocation,Relation
895,9082,44,concept:agentcreated_inv,Relation
3,476,37,concept:agentcontrols,Relation
28698,28690,52,concept:agentactsinlocation_inv,Relation
71566,71443,29,concept:topmemberoforganization,Relation
15,18891,30,concept:topmemberoforganization_inv,Relation
42710,44764,310,concept:bookwriter_inv,Relation
1069,28528,10,concept:atdate_inv,Relation
45915,744,311,concept:academicprogramatuniversity,Relation
16251,636,9,concept:atdate,Relation
49753,73922,336,concept:musicartistgenre_inv,Relation
10693,2119,13,concept:agentparticipatedinevent,Relation
62837,62838,99,concept:personhasjobposition,Relation
12,1355,9,concept:atdate,Relation
39477,39513,238,concept:teamplaysagainstteam_inv,Relation
31145,1895,269,concept:televisionstationincity,Relation
64893,26,159,concept:athleteplaysinleague,Relation
13346,13348,224,concept:ceoof_inv,Relation
49894,49832,250,concept:chemicalistypeofchemical_inv,Relation
816,4134,72,concept:touristattractionsuchastouristattraction_inv,Relation
1074,27319,31,concept:organizationhiredperson,Relation
9408,8789,7,concept:subpartof,Relation
50205,21873,249,concept:chemicalistypeofchemical,Relation
52046,51968,248,concept:clothingtogowithclothing_inv,Relation
18025,3646,75,concept:animalistypeofanimal,Relation
20007,637,9,concept:atdate,Relation
59636,62716,56,concept:persondiedatage_inv,Relation
1370,21,32,concept:organizationhiredperson_inv,Relation
54323,48944,330,concept:agriculturalproductcomingfromvertebrate_inv,Relation
1772,7,95,concept:subpartoforganization,Relation
45427,745,311,concept:academicprogramatuniversity,Relation
26098,26012,110,concept:itemfoundinroom_inv,Relation
2234,146,48,concept:personbornincity_inv,Relation
625,33062,10,concept:atdate_inv,Relation
1459,1355,9,concept:atdate,Relation
62532,574,13,concept:agentparticipatedinevent,Relation
40154,39525,157,concept:athleteplaysforteam,Relation
72414,8990,21,concept:companyeconomicsector,Relation
18290,18289,12,concept:latitudelongitude_inv,Relation
4402,908,9,concept:atdate,Relation
5225,53984,368,concept:weaponmadeincountry_inv,Relation
7280,7277,44,concept:agentcreated_inv,Relation
29169,61903,190,concept:musicianinmusicartist_inv,Relation
10423,1208,18,concept:locationlocatedwithinlocation_inv,Relation
28744,68473,102,concept:politicianholdsoffice_inv,Relation
149,4158,43,concept:agentcreated,Relation
36569,36568,266,concept:cityalsoknownas_inv,Relation
19033,6996,143,concept:thinghascolor,Relation
37265,6091,121,concept:citylocatedinstate,Relation
1937,24792,14,concept:agentparticipatedinevent_inv,Relation
29916,589,89,concept:buildinglocatedincity,Relation
19354,645,9,concept:atdate,Relation
1708,51494,138,concept:professionusestool_inv,Relation
71305,71558,224,concept:ceoof_inv,Relation
59175,12032,373,concept:politicianusendorsedbypoliticianus,Relation
7465,7434,108,concept:competeswith_inv,Relation
717,23074,10,concept:atdate_inv,Relation
4895,11562,24,concept:atlocation_inv,Relation
6703,564,3,concept:proxyfor,Relation
12737,26760,14,concept:agentparticipatedinevent_inv,Relation
21935,21934,12,concept:latitudelongitude_inv,Relation
47339,47210,255,concept:bacteriaisthecausativeagentofphysiologicalcondition,Relation
27298,718,7,concept:subpartof,Relation
45342,45436,315,concept:academicfieldsuchasacademicfield,Relation
8286,8285,12,concept:latitudelongitude_inv,Relation
35611,26,398,concept:leaguestadiums_inv,Relation
4695,41548,84,concept:organizationheadquarteredincity_inv,Relation
9130,9127,118,concept:fooddecreasestheriskofdisease_inv,Relation
3981,7577,108,concept:competeswith_inv,Relation
23024,857,9,concept:atdate,Relation
1068,21049,10,concept:atdate_inv,Relation
49573,6831,206,concept:animalthatfeedoninsect_inv,Relation
39565,13825,181,concept:teamplayssport,Relation
165,38732,18,concept:locationlocatedwithinlocation_inv,Relation
22903,4452,23,concept:atlocation,Relation
67405,85,0,concept:agentbelongstoorganization,Relation
17876,12648,113,concept:invertebratefeedonfood,Relation
52045,52008,247,concept:clothingtogowithclothing,Relation
993,996,101,concept:politicianholdsoffice,Relation
20812,29551,51,concept:agentactsinlocation,Relation
39027,39026,12,concept:latitudelongitude_inv,Relation
35472,60768,184,concept:athletehomestadium_inv,Relation
1844,28331,207,concept:producesproduct,Relation
35825,10942,265,concept:cityalsoknownas,Relation
57582,47523,333,concept:drugworkedonbyagent,Relation
46703,46661,304,concept:hobbiessuchashobbies_inv,Relation
19624,19623,162,concept:hassibling_inv,Relation
36515,691,15,concept:mutualproxyfor,Relation
7922,25858,28,concept:personleadsorganization_inv,Relation
18145,15266,7,concept:subpartof,Relation
56166,699,17,concept:locationlocatedwithinlocation,Relation
7369,7370,200,concept:arthropodcalledarthropod_inv,Relation
32856,38711,122,concept:citylocatedinstate_inv,Relation
718,17029,8,concept:subpartof_inv,Relation
634,56581,46,concept:attractionofcity_inv,Relation
59936,64530,382,concept:directordirectedmovie_inv,Relation
17377,48783,77,concept:animalpreyson,Relation
49185,48437,350,concept:fishservedwithfood_inv,Relation
62141,1531,127,concept:musicianplaysinstrument,Relation
65640,20853,155,concept:athleteplayssport,Relation
39,21580,13,concept:agentparticipatedinevent,Relation
49147,3239,350,concept:fishservedwithfood_inv,Relation
870,4855,4,concept:proxyfor_inv,Relation
39581,699,177,concept:teamplaysincity,Relation
34946,34947,219,concept:airportincity,Relation
746,4781,18,concept:locationlocatedwithinlocation_inv,Relation
60961,60960,100,concept:personhasjobposition_inv,Relation
59231,4290,101,concept:politicianholdsoffice,Relation
50066,9335,327,concept:drughassideeffect,Relation
637,10597,10,concept:atdate_inv,Relation
17447,35482,24,concept:atlocation_inv,Relation
73160,4703,169,concept:hasofficeincity,Relation
960,7469,107,concept:competeswith,Relation
14693,20482,231,concept:agriculturalproductcookedwithagriculturalproduct,Relation
11305,1142,117,concept:fooddecreasestheriskofdisease,Relation
859,5476,10,concept:atdate_inv,Relation
40495,37583,177,concept:teamplaysincity,Relation
53164,1472,367,concept:weaponmadeincountry,Relation
13227,13229,9,concept:atdate,Relation
1955,651,35,concept:agentinvolvedwithitem,Relation
24542,39672,130,concept:organizationheadquarteredinstateorprovince_inv,Relation
21873,50120,249,concept:chemicalistypeofchemical,Relation
43697,43503,309,concept:bookwriter,Relation
66708,20853,155,concept:athleteplayssport,Relation
9106,43,38,concept:agentcontrols_inv,Relation
732,8504,50,concept:personborninlocation_inv,Relation
3812,6561,87,concept:synonymfor,Relation
15916,624,9,concept:atdate,Relation
60229,60498,376,concept:politicianusholdsoffice_inv,Relation
1708,51674,138,concept:professionusestool_inv,Relation
18789,637,9,concept:atdate,Relation
45515,45516,311,concept:academicprogramatuniversity,Relation
63282,63284,43,concept:agentcreated,Relation
23950,23951,39,concept:bodypartcontainsbodypart,Relation
1323,50937,38,concept:agentcontrols_inv,Relation
699,27683,50,concept:personborninlocation_inv,Relation
59174,59171,373,concept:politicianusendorsedbypoliticianus,Relation
699,8582,50,concept:personborninlocation_inv,Relation
620,14196,10,concept:atdate_inv,Relation
42245,46750,304,concept:hobbiessuchashobbies_inv,Relation
14585,68971,1,concept:worksfor,Relation
2672,14659,380,concept:fatherofperson_inv,Relation
14980,1273,5,concept:agentcompeteswithagent,Relation
45469,15386,311,concept:academicprogramatuniversity,Relation
60172,4084,183,concept:athletehomestadium,Relation
9325,9333,167,concept:foodcancausedisease,Relation
72907,72745,389,concept:automakerproducesmodel,Relation
51969,52039,247,concept:clothingtogowithclothing,Relation
9335,57708,328,concept:drughassideeffect_inv,Relation
6861,752,31,concept:organizationhiredperson,Relation
44104,43508,44,concept:agentcreated_inv,Relation
73544,1128,395,concept:bankbankincountry,Relation
58401,1061,357,concept:furniturefoundinroom,Relation
8475,10819,8,concept:subpartof_inv,Relation
625,22224,10,concept:atdate_inv,Relation
39686,39688,237,concept:teamplaysagainstteam,Relation
29485,4078,179,concept:teamplaysinleague,Relation
26308,574,13,concept:agentparticipatedinevent,Relation
805,18578,8,concept:subpartof_inv,Relation
7156,4468,24,concept:atlocation_inv,Relation
5423,10590,278,concept:statelocatedingeopoliticallocation_inv,Relation
49753,73825,336,concept:musicartistgenre_inv,Relation
43911,42696,44,concept:agentcreated_inv,Relation
1846,3960,108,concept:competeswith_inv,Relation
31629,38690,212,concept:cityliesonriver_inv,Relation
59638,39525,157,concept:athleteplaysforteam,Relation
1935,39409,237,concept:teamplaysagainstteam,Relation
48408,6831,196,concept:animalsuchasinsect_inv,Relation
14376,717,9,concept:atdate,Relation
27025,49132,349,concept:fishservedwithfood,Relation
73351,5160,395,concept:bankbankincountry,Relation
645,10604,10,concept:atdate_inv,Relation
1720,11640,16,concept:mutualproxyfor_inv,Relation
576,10904,23,concept:atlocation,Relation
47380,47379,256,concept:bacteriaisthecausativeagentofphysiologicalcondition_inv,Relation
27963,41679,292,concept:radiostationincity_inv,Relation
69550,413,1,concept:worksfor,Relation
49171,48471,231,concept:agriculturalproductcookedwithagriculturalproduct,Relation
62871,745,61,concept:persongraduatedschool,Relation
27321,39654,237,concept:teamplaysagainstteam,Relation
51964,51970,247,concept:clothingtogowithclothing,Relation
21767,744,59,concept:persongraduatedfromuniversity,Relation
53110,53717,366,concept:weaponssuchasweapons_inv,Relation
39464,35218,245,concept:teamhomestadium,Relation
3599,3418,279,concept:stateorprovinceisborderedbystateorprovince,Relation
37532,4163,23,concept:atlocation,Relation
12567,12565,44,concept:agentcreated_inv,Relation
46516,46650,322,concept:emotionassociatedwithdisease_inv,Relation
36095,27330,17,concept:locationlocatedwithinlocation,Relation
28986,564,15,concept:mutualproxyfor,Relation
25762,25761,26,concept:agentcollaborateswithagent_inv,Relation
718,75279,8,concept:subpartof_inv,Relation
43054,63991,97,concept:agentcontributedtocreativework,Relation
1014,3970,5,concept:agentcompeteswithagent,Relation
35725,4798,239,concept:stadiumlocatedincity,Relation
61342,64953,385,concept:athletebeatathlete,Relation
1444,8760,9,concept:atdate,Relation
41660,4510,83,concept:organizationheadquarteredincity,Relation
7277,7279,43,concept:agentcreated,Relation
56752,2569,33,concept:objectfoundinscene,Relation
5191,717,9,concept:atdate,Relation
201,41,96,concept:subpartoforganization_inv,Relation
27698,27699,43,concept:agentcreated,Relation
4402,42553,300,concept:sportfansincountry_inv,Relation
660,659,38,concept:agentcontrols_inv,Relation
2204,39490,264,concept:teamwontrophy_inv,Relation
51006,934,91,concept:organizationheadquarteredincountry,Relation
6490,543,25,concept:agentcollaborateswithagent,Relation
74109,74110,11,concept:latitudelongitude,Relation
24682,6158,25,concept:agentcollaborateswithagent,Relation
3934,13217,326,concept:sportsgameteam_inv,Relation
72392,1895,83,concept:organizationheadquarteredincity,Relation
10643,3135,116,concept:hasofficeincountry_inv,Relation
28975,73610,170,concept:hasofficeincity_inv,Relation
55428,22315,143,concept:thinghascolor,Relation
13967,3968,107,concept:competeswith,Relation
744,45661,312,concept:academicprogramatuniversity_inv,Relation
858,6661,10,concept:atdate_inv,Relation
8502,699,49,concept:personborninlocation,Relation
1895,41633,84,concept:organizationheadquarteredincity_inv,Relation
37719,37982,212,concept:cityliesonriver_inv,Relation
43587,42915,309,concept:bookwriter,Relation
22183,699,49,concept:personborninlocation,Relation
15301,699,47,concept:personbornincity,Relation
70408,18175,217,concept:journalistwritesforpublication,Relation
20390,9336,167,concept:foodcancausedisease,Relation
5183,5214,193,concept:countryalsoknownas,Relation
42947,42949,309,concept:bookwriter,Relation
14739,4078,179,concept:teamplaysinleague,Relation
24503,24505,28,concept:personleadsorganization_inv,Relation
49550,2893,195,concept:animalsuchasinsect,Relation
51334,51335,135,concept:professionistypeofprofession,Relation
51624,29182,135,concept:professionistypeofprofession,Relation
30644,234,267,concept:televisionstationaffiliatedwith,Relation
570,28715,10,concept:atdate_inv,Relation
3639,5771,165,concept:animalsuchasinvertebrate,Relation
55522,55523,355,concept:buildingfeaturemadefrombuildingmaterial,Relation
281,11542,237,concept:teamplaysagainstteam,Relation
870,26290,4,concept:proxyfor_inv,Relation
15384,7937,31,concept:organizationhiredperson,Relation
5484,5485,73,concept:organizationterminatedperson,Relation
5697,5700,31,concept:organizationhiredperson,Relation
45435,45464,316,concept:academicfieldsuchasacademicfield_inv,Relation
66747,20853,155,concept:athleteplayssport,Relation
1974,3729,4,concept:proxyfor_inv,Relation
69064,59275,383,concept:visualartistartform,Relation
34030,71956,170,concept:hasofficeincity_inv,Relation
52035,52029,247,concept:clothingtogowithclothing,Relation
2843,2842,12,concept:latitudelongitude_inv,Relation
54148,53110,365,concept:weaponssuchasweapons,Relation
32699,39348,287,concept:countrycurrency,Relation
43458,43457,43,concept:agentcreated,Relation
4447,31501,211,concept:cityliesonriver,Relation
53110,53407,366,concept:weaponssuchasweapons_inv,Relation
23252,22892,2,concept:worksfor_inv,Relation
365,4788,4,concept:proxyfor_inv,Relation
6344,27308,199,concept:arthropodcalledarthropod,Relation
18940,32746,288,concept:countrycurrency_inv,Relation
59180,12038,376,concept:politicianusholdsoffice_inv,Relation
2136,1068,9,concept:atdate,Relation
11562,5150,23,concept:atlocation,Relation
29996,30915,96,concept:subpartoforganization_inv,Relation
4079,65437,156,concept:athleteplayssport_inv,Relation
636,6290,10,concept:atdate_inv,Relation
74894,74895,69,concept:thinghasshape,Relation
746,4568,122,concept:citylocatedinstate_inv,Relation
965,10288,22,concept:companyeconomicsector_inv,Relation
4643,16622,52,concept:agentactsinlocation_inv,Relation
47556,1766,123,concept:headquarteredin,Relation
10676,752,2,concept:worksfor_inv,Relation
857,21077,10,concept:atdate_inv,Relation
4398,4622,169,concept:hasofficeincity,Relation
2448,1910,40,concept:bodypartcontainsbodypart_inv,Relation
56002,56003,30,concept:topmemberoforganization_inv,Relation
15671,66890,156,concept:athleteplayssport_inv,Relation
1362,74624,10,concept:atdate_inv,Relation
28584,718,7,concept:subpartof,Relation
11611,73395,108,concept:competeswith_inv,Relation
5423,4932,24,concept:atlocation_inv,Relation
570,5935,10,concept:atdate_inv,Relation
53110,54105,366,concept:weaponssuchasweapons_inv,Relation
72849,681,44,concept:agentcreated_inv,Relation
3238,3235,82,concept:animalsuchasfish_inv,Relation
20853,66555,156,concept:athleteplayssport_inv,Relation
75099,75098,12,concept:latitudelongitude_inv,Relation
65098,35650,183,concept:athletehomestadium,Relation
170,30355,96,concept:subpartoforganization_inv,Relation
15645,15643,20,concept:animaldevelopdisease_inv,Relation
39497,13217,326,concept:sportsgameteam_inv,Relation
24534,8759,9,concept:atdate,Relation
448,5080,18,concept:locationlocatedwithinlocation_inv,Relation
16056,16057,43,concept:agentcreated,Relation
4728,41678,292,concept:radiostationincity_inv,Relation
49842,49893,250,concept:chemicalistypeofchemical_inv,Relation
57667,47528,104,concept:acquired_inv,Relation
74725,8055,44,concept:agentcreated_inv,Relation
22912,16622,52,concept:agentactsinlocation_inv,Relation
8172,1444,87,concept:synonymfor,Relation
6690,17128,7,concept:subpartof,Relation
38166,31556,211,concept:cityliesonriver,Relation
10226,28049,93,concept:animaleatfood,Relation
381,574,13,concept:agentparticipatedinevent,Relation
19562,55890,110,concept:itemfoundinroom_inv,Relation
8097,39936,238,concept:teamplaysagainstteam_inv,Relation
54402,17433,348,concept:agriculturalproductgrowninlandscapefeatures_inv,Relation
746,5147,15,concept:mutualproxyfor,Relation
27905,27906,265,concept:cityalsoknownas,Relation
48376,48883,343,concept:mammalsuchasmammal,Relation
53110,53835,366,concept:weaponssuchasweapons_inv,Relation
4398,5159,115,concept:hasofficeincountry,Relation
9061,49494,166,concept:animalsuchasinvertebrate_inv,Relation
72437,965,21,concept:companyeconomicsector,Relation
49512,14995,198,concept:arthropodandotherarthropod_inv,Relation
15862,39495,237,concept:teamplaysagainstteam,Relation
33812,33811,12,concept:latitudelongitude_inv,Relation
5214,4398,116,concept:hasofficeincountry_inv,Relation
1208,10905,17,concept:locationlocatedwithinlocation,Relation
48537,48525,20,concept:animaldevelopdisease_inv,Relation
64270,16069,43,concept:agentcreated,Relation
54163,51969,247,concept:clothingtogowithclothing,Relation
12534,12535,11,concept:latitudelongitude,Relation
54943,52909,231,concept:agriculturalproductcookedwithagriculturalproduct,Relation
6907,636,9,concept:atdate,Relation
570,14964,10,concept:atdate_inv,Relation
895,15938,44,concept:agentcreated_inv,Relation
7010,9127,118,concept:fooddecreasestheriskofdisease_inv,Relation
21600,2430,40,concept:bodypartcontainsbodypart_inv,Relation
22780,3549,7,concept:subpartof,Relation
9409,9364,25,concept:agentcollaborateswithagent,Relation
27670,3303,17,concept:locationlocatedwithinlocation,Relation
25630,1362,9,concept:atdate,Relation
68780,59180,375,concept:politicianusholdsoffice,Relation
68722,241,377,concept:politicianusmemberofpoliticalgroup,Relation
4192,13154,8,concept:subpartof_inv,Relation
73520,5165,395,concept:bankbankincountry,Relation
31425,31426,241,concept:riveremptiesintoriver,Relation
52085,51970,247,concept:clothingtogowithclothing,Relation
45342,45361,313,concept:academicfieldconcernssubject,Relation
66878,26,159,concept:athleteplaysinleague,Relation
39827,40171,263,concept:teamwontrophy,Relation
17433,10449,347,concept:agriculturalproductgrowninlandscapefeatures,Relation
52517,52675,109,concept:itemfoundinroom,Relation
3,419,8,concept:subpartof_inv,Relation
