70408,18175,221,concept:journalistwritesforpublication
20390,9336,171,concept:foodcancausedisease
5183,5214,197,concept:countryalsoknownas
42947,42949,313,concept:bookwriter
14739,4078,183,concept:teamplaysinleague
24503,24505,32,concept:personleadsorganization_inv
49550,2893,199,concept:animalsuchasinsect
51334,51335,139,concept:professionistypeofprofession
51624,29182,139,concept:professionistypeofprofession
30644,234,271,concept:televisionstationaffiliatedwith
570,28715,14,concept:atdate_inv
3639,5771,169,concept:animalsuchasinvertebrate
55522,55523,359,concept:buildingfeaturemadefrombuildingmaterial
281,11542,241,concept:teamplaysagainstteam
870,26290,8,concept:proxyfor_inv
15384,7937,35,concept:organizationhiredperson
5484,5485,77,concept:organizationterminatedperson
5697,5700,35,concept:organizationhiredperson
45435,45464,320,concept:academicfieldsuchasacademicfield_inv
66747,20853,159,concept:athleteplayssport
1974,3729,8,concept:proxyfor_inv
69064,59275,387,concept:visualartistartform
34030,71956,174,concept:hasofficeincity_inv
52035,52029,251,concept:clothingtogowithclothing
2843,2842,16,concept:latitudelongitude_inv
54148,53110,369,concept:weaponssuchasweapons
32699,39348,291,concept:countrycurrency
43458,43457,47,concept:agentcreated
4447,31501,215,concept:cityliesonriver
53110,53407,370,concept:weaponssuchasweapons_inv
23252,22892,6,concept:worksfor_inv
365,4788,8,concept:proxyfor_inv
6344,27308,203,concept:arthropodcalledarthropod
18940,32746,292,concept:countrycurrency_inv
59180,12038,380,concept:politicianusholdsoffice_inv
2136,1068,13,concept:atdate
11562,5150,27,concept:atlocation
29996,30915,100,concept:subpartoforganization_inv
4079,65437,160,concept:athleteplayssport_inv
636,6290,14,concept:atdate_inv
74894,74895,73,concept:thinghasshape
746,4568,126,concept:citylocatedinstate_inv
965,10288,26,concept:companyeconomicsector_inv
4643,16622,56,concept:agentactsinlocation_inv
47556,1766,127,concept:headquarteredin
10676,752,6,concept:worksfor_inv
857,21077,14,concept:atdate_inv
4398,4622,173,concept:hasofficeincity
2448,1910,44,concept:bodypartcontainsbodypart_inv
56002,56003,34,concept:topmemberoforganization_inv
15671,66890,160,concept:athleteplayssport_inv
1362,74624,14,concept:atdate_inv
28584,718,11,concept:subpartof
11611,73395,112,concept:competeswith_inv
5423,4932,28,concept:atlocation_inv
570,5935,14,concept:atdate_inv
53110,54105,370,concept:weaponssuchasweapons_inv
72849,681,48,concept:agentcreated_inv
3238,3235,86,concept:animalsuchasfish_inv
20853,66555,160,concept:athleteplayssport_inv
75099,75098,16,concept:latitudelongitude_inv
65098,35650,187,concept:athletehomestadium
170,30355,100,concept:subpartoforganization_inv
15645,15643,24,concept:animaldevelopdisease_inv
39497,13217,330,concept:sportsgameteam_inv
24534,8759,13,concept:atdate
448,5080,22,concept:locationlocatedwithinlocation_inv
16056,16057,47,concept:agentcreated
4728,41678,296,concept:radiostationincity_inv
49842,49893,254,concept:chemicalistypeofchemical_inv
57667,47528,108,concept:acquired_inv
74725,8055,48,concept:agentcreated_inv
22912,16622,56,concept:agentactsinlocation_inv
8172,1444,91,concept:synonymfor
6690,17128,11,concept:subpartof
38166,31556,215,concept:cityliesonriver
10226,28049,97,concept:animaleatfood
381,574,17,concept:agentparticipatedinevent
19562,55890,114,concept:itemfoundinroom_inv
8097,39936,242,concept:teamplaysagainstteam_inv
54402,17433,352,concept:agriculturalproductgrowninlandscapefeatures_inv
746,5147,19,concept:mutualproxyfor
27905,27906,269,concept:cityalsoknownas
48376,48883,347,concept:mammalsuchasmammal
53110,53835,370,concept:weaponssuchasweapons_inv
4398,5159,119,concept:hasofficeincountry
9061,49494,170,concept:animalsuchasinvertebrate_inv
72437,965,25,concept:companyeconomicsector
49512,14995,202,concept:arthropodandotherarthropod_inv
15862,39495,241,concept:teamplaysagainstteam
33812,33811,16,concept:latitudelongitude_inv
5214,4398,120,concept:hasofficeincountry_inv
1208,10905,21,concept:locationlocatedwithinlocation
48537,48525,24,concept:animaldevelopdisease_inv
64270,16069,47,concept:agentcreated
54163,51969,251,concept:clothingtogowithclothing
12534,12535,15,concept:latitudelongitude
54943,52909,235,concept:agriculturalproductcookedwithagriculturalproduct
6907,636,13,concept:atdate
570,14964,14,concept:atdate_inv
895,15938,48,concept:agentcreated_inv
7010,9127,122,concept:fooddecreasestheriskofdisease_inv
21600,2430,44,concept:bodypartcontainsbodypart_inv
22780,3549,11,concept:subpartof
9409,9364,29,concept:agentcollaborateswithagent
27670,3303,21,concept:locationlocatedwithinlocation
25630,1362,13,concept:atdate
68780,59180,379,concept:politicianusholdsoffice
68722,241,381,concept:politicianusmemberofpoliticalgroup
4192,13154,12,concept:subpartof_inv
73520,5165,399,concept:bankbankincountry
31425,31426,245,concept:riveremptiesintoriver
52085,51970,251,concept:clothingtogowithclothing
45342,45361,317,concept:academicfieldconcernssubject
66878,26,163,concept:athleteplaysinleague
39827,40171,267,concept:teamwontrophy
17433,10449,351,concept:agriculturalproductgrowninlandscapefeatures
52517,52675,113,concept:itemfoundinroom
3,419,12,concept:subpartof_inv
574,72251,18,concept:agentparticipatedinevent_inv
61776,61777,193,concept:musicianinmusicartist
4078,29467,184,concept:teamplaysinleague_inv
1524,31989,276,concept:parkincity_inv
43523,43638,314,concept:bookwriter_inv
2579,2605,47,concept:agentcreated
43620,43619,314,concept:bookwriter_inv
5206,624,13,concept:atdate
2876,51549,139,concept:professionistypeofprofession
36467,5129,216,concept:cityliesonriver_inv
691,35882,20,concept:mutualproxyfor_inv
50949,752,6,concept:worksfor_inv
51513,51373,140,concept:professionistypeofprofession_inv
58571,2190,113,concept:itemfoundinroom
10819,11861,11,concept:subpartof
4904,40512,182,concept:teamplaysincity_inv
65391,20853,159,concept:athleteplayssport
2690,13649,14,concept:atdate_inv
71975,71974,110,concept:companyalsoknownas_inv
48376,834,82,concept:animalpreyson_inv
47878,47852,342,concept:plantincludeplant_inv
857,10786,14,concept:atdate_inv
48342,48373,80,concept:animalistypeofanimal_inv
34903,34902,16,concept:latitudelongitude_inv
1911,26720,28,concept:atlocation_inv
7817,3508,27,concept:atlocation
28498,43257,313,concept:bookwriter
10181,39887,241,concept:teamplaysagainstteam
46499,15644,325,concept:emotionassociatedwithdisease
39599,4325,181,concept:teamplaysincity
625,9789,14,concept:atdate_inv
3563,3564,19,concept:mutualproxyfor
51759,1708,141,concept:professionusestool
74343,691,7,concept:proxyfor
3508,46381,322,concept:languageofcountry_inv
25124,25125,15,concept:latitudelongitude
622,75344,38,concept:objectfoundinscene_inv
5981,13852,112,concept:competeswith_inv
70440,60731,221,concept:journalistwritesforpublication
1749,13870,14,concept:atdate_inv
59175,68061,378,concept:politicianusendorsedbypoliticianus_inv
48657,48525,24,concept:animaldevelopdisease_inv
23426,23425,48,concept:agentcreated_inv
59275,69666,388,concept:visualartistartform_inv
36349,32918,27,concept:atlocation
996,68042,380,concept:politicianusholdsoffice_inv
8091,8099,241,concept:teamplaysagainstteam
625,15097,14,concept:atdate_inv
38564,31647,215,concept:cityliesonriver
41342,816,75,concept:touristattractionsuchastouristattraction
1546,10590,282,concept:statelocatedingeopoliticallocation_inv
2026,13261,111,concept:competeswith
36157,5245,21,concept:locationlocatedwithinlocation
22762,7328,241,concept:teamplaysagainstteam
60792,60391,104,concept:personhasjobposition_inv
7323,20395,97,concept:animaleatfood
34559,34560,93,concept:buildinglocatedincity
744,75114,64,concept:persongraduatedfromuniversity_inv
47931,48252,345,concept:plantrepresentemotion
31495,31556,246,concept:riveremptiesintoriver_inv
53110,53210,370,concept:weaponssuchasweapons_inv
12531,59407,379,concept:politicianusholdsoffice
3622,48342,79,concept:animalistypeofanimal
54888,48930,349,concept:agriculturalproductincludingagriculturalproduct
39454,60408,190,concept:athleteledsportsteam_inv
7769,5229,290,concept:countrylocatedingeopoliticallocation_inv
1354,5264,14,concept:atdate_inv
71675,4290,105,concept:politicianholdsoffice
634,1123,217,concept:citylocatedincountry
7379,7380,29,concept:agentcollaborateswithagent
15054,10127,5,concept:worksfor
170,17391,112,concept:competeswith_inv
26,277,404,concept:agentbelongstoorganization_inv
57642,9335,331,concept:drughassideeffect
37710,3418,27,concept:atlocation
39513,29432,241,concept:teamplaysagainstteam
2941,1035,17,concept:agentparticipatedinevent
583,25805,14,concept:atdate_inv
4212,859,13,concept:atdate
8097,64931,162,concept:athleteplaysforteam_inv
29996,30360,100,concept:subpartoforganization_inv
52517,52678,113,concept:itemfoundinroom
570,22379,14,concept:atdate_inv
10433,1208,22,concept:locationlocatedwithinlocation_inv
10616,35979,22,concept:locationlocatedwithinlocation_inv
62069,1531,131,concept:musicianplaysinstrument
51465,51472,139,concept:professionistypeofprofession
625,12113,14,concept:atdate_inv
23316,3200,82,concept:animalpreyson_inv
1710,4455,19,concept:mutualproxyfor
1561,1454,14,concept:atdate_inv
25684,61678,340,concept:musicartistgenre_inv
11035,3359,12,concept:subpartof_inv
69763,59275,387,concept:visualartistartform
9364,9437,30,concept:agentcollaborateswithagent_inv
3434,620,13,concept:atdate
70954,3106,101,concept:agentcontributedtocreativework
857,448,14,concept:atdate_inv
54428,50121,355,concept:agriculturalproductcontainchemical
1696,8621,100,concept:subpartoforganization_inv
70342,4494,221,concept:journalistwritesforpublication
4300,4299,16,concept:latitudelongitude_inv
8929,8932,138,concept:personalsoknownas_inv
74805,691,19,concept:mutualproxyfor
29423,1684,29,concept:agentcollaborateswithagent
52029,52039,251,concept:clothingtogowithclothing
76,537,22,concept:locationlocatedwithinlocation_inv
1955,576,19,concept:mutualproxyfor
