11364,11364,Entity,Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series
9090,9090,Entity,James McAvoy
14134,14134,Entity,Tempe
4148,4148,Entity,Jason Kidd
10951,10951,Entity,Jeremy Renner
6852,6852,Entity,1954 Major League Baseball season
5354,5354,Entity,K-pop
7650,7650,Entity,Vanity Fair
8003,8003,Entity,Maharashtra
5241,5241,Entity,George Kennedy
8822,8822,Entity,Monica Rial
1364,1364,Entity,June Allyson
6883,6883,Entity,Jack Kerouac
7625,7625,Entity,Lutheranism
13682,13682,Entity,Harris County
5798,5798,Entity,2004 NBA Draft
4787,4787,Entity,Comic Relief Does Fame Academy
3553,3553,Entity,Freakazoid!
8766,8766,Entity,Superman/Batman: Public Enemies
5243,5243,Entity,Fiji
9037,9037,Entity,Rajasthan
3701,3701,Entity,democracy
14350,14350,Entity,Royal Oak
8074,8074,Entity,American Book Awards
11386,11386,Entity,slice of life
3815,3815,Entity,Maura Tierney
2605,2605,Entity,Robert Smith
2368,2368,Entity,Benicio del Toro
5399,5399,Entity,University of Madras
10989,10989,Entity,serial killer
6784,6784,Entity,Kazakhstan national football team
13667,13667,Entity,Falls Church
11159,11159,Entity,Ezra Pound
13166,13166,Entity,Ran
7521,7521,Entity,Tooth & Nail Records
2200,2200,Entity,Dilwale Dulhania Le Jayenge
6254,6254,Entity,Steve Gerber
1291,1291,Entity,Paul Bettany
12485,12485,Entity,Abraham Lincoln: Vampire Hunter
4709,4709,Entity,historical fiction
12907,12907,Entity,Michael J. Fox
4906,4906,Entity,Lea Michele
10840,10840,Entity,1992 NCAA Men's Division I Basketball Tournament
5726,5726,Entity,Sleepers
7361,7361,Entity,Alliance Films
7491,7491,Entity,Leipzig
14199,14199,Entity,Fort Lauderdale
3120,3120,Entity,Dr. John
10433,10433,Entity,A Star Is Born
2846,2846,Entity,Daddy Yankee
11178,11178,Entity,Peter Weir
8357,8357,Entity,Massachusetts
12229,12229,Entity,Sofia
5136,5136,Entity,Kappei Yamaguchi
10159,10159,Entity,The World's Fastest Indian
5451,5451,Entity,SK Rapid Wien
396,396,Entity,Cuba Gooding Jr.
11457,11457,Entity,Buffy the Vampire Slayer
13080,13080,Entity,Arizona Coyotes
6472,6472,Entity,Hamilton
12705,12705,Entity,Duluth
7979,7979,Entity,Donnie Yen
10605,10605,Entity,Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Leading Role
826,826,Entity,IMAX
13923,13923,Entity,DeKalb County
7421,7421,Entity,Cape Verde national football team
6168,6168,Entity,Kevin McHale
12935,12935,Entity,headache
7497,7497,Entity,itch
7865,7865,Entity,Julia Ormond
172,172,Entity,Ireland
11624,11624,Entity,Mantua
10066,10066,Entity,WarGames
5059,5059,Entity,Alfred Newman
1093,1093,Entity,Northwestern State University
6941,6941,Entity,Amadeus
8515,8515,Entity,Philip K. Dick
2830,2830,Entity,Ian McEwan
10697,10697,Entity,Robert Zigler Leonard
139,139,Entity,Bowling for Columbine
3181,3181,Entity,South Shields
12230,12230,Entity,Taipei
10692,10692,Entity,FSV Frankfurt
12861,12861,Entity,18th Screen Actors Guild Awards
7805,7805,Entity,Max Weber
9292,9292,Entity,Sydney
5781,5781,Entity,Ghent
11740,11740,Entity,FC Kuban Krasnodar
13490,13490,Entity,John Zorn
9181,9181,Entity,88th United States Congress
10422,10422,Entity,museum
12246,12246,Entity,28th Academy Awards
13775,13775,Entity,Anguilla
5151,5151,Entity,Tulane University Law School
4887,4887,Entity,Changeling
5715,5715,Entity,Mark Ruffalo
10118,10118,Entity,set decorator
1341,1341,Entity,Notting Hill
14227,14227,Entity,Columbus
3327,3327,Entity,Palomar Observatory
8140,8140,Entity,The Cabin in the Woods
7011,7011,Entity,Jill Scott
9781,9781,Entity,Pamela Fryman
4385,4385,Entity,Mountain Time Zone
10817,10817,Entity,Smokin' Aces
369,369,Entity,Zhang Yimou
3012,3012,Entity,Verve Records
10170,10170,Entity,Election
2682,2682,Entity,David Geffen
9136,9136,Entity,Sega Games
13027,13027,Entity,Hebei
2840,2840,Entity,University of Essex
1393,1393,Entity,Bury St Edmunds
7815,7815,Entity,modernism
4158,4158,Entity,David Wenham
7422,7422,Entity,James Wong
3305,3305,Entity,William Friedkin
3512,3512,Entity,potassium
8491,8491,Entity,The Last Airbender
3557,3557,Entity,David Nutter
3107,3107,Entity,Ashford
9132,9132,Entity,Scientology
7855,7855,Entity,marriage
9368,9368,Entity,Scott McDonald
12317,12317,Entity,Perth
12608,12608,Entity,philosophy of mind
6043,6043,Entity,Peter Cullen
10026,10026,Entity,Wyoming
7610,7610,Entity,Sheila Nevins
200,200,Entity,Chesterfield
9319,9319,Entity,Larry Cohen
5928,5928,Entity,Kingdom of Bulgaria
144,144,Entity,University of New South Wales
6287,6287,Entity,Roots
12555,12555,Entity,Anne McCaffrey
12696,12696,Entity,Merryl Streep
872,872,Entity,House of Hanover
1486,1486,Entity,Billy Bob Thornton
3537,3537,Entity,accountant
7734,7734,Entity,Maldives
7099,7099,Entity,Keanu Reeves
6957,6957,Entity,Antonio Banderas
11475,11475,Entity,Brett Favre
7489,7489,Entity,Shanghai Shenhua F.C.
7029,7029,Entity,James Stewart
2876,2876,Entity,KRS-One
8616,8616,Entity,Vladimir Lenin
10304,10304,Entity,BAFTA Award for Best Actress in a Leading Role
10337,10337,Entity,Crimean Astrophysical Observatory
3162,3162,Entity,Manisha Koirala
4942,4942,Entity,The Big Bang Theory
7790,7790,Entity,The Twilight Zone
9443,9443,Entity,Saint Patrick
10747,10747,Entity,Jackson
9434,9434,Entity,The Man Who Knew Too Much
10725,10725,Entity,Easton
9744,9744,Entity,L-Tyrosine
4640,4640,Entity,ecology
7660,7660,Entity,Laura Innes
12629,12629,Entity,Homeland
5704,5704,Entity,Skidmore College
5544,5544,Entity,Belgium national football team
11979,11979,Entity,John Travolta
12083,12083,Entity,Peter Gabriel
6474,6474,Entity,Paul Sorvino
12404,12404,Entity,National Book Award for Fiction
3726,3726,Entity,Satellite Awards 2006
11449,11449,Entity,water polo
8826,8826,Entity,Order of St. Olav
10699,10699,Entity,Academy of Motion Picture Arts and Sciences
8672,8672,Entity,Peterborough
6122,6122,Entity,Priyanka Chopra
13758,13758,Entity,Portage County
13472,13472,Entity,1932 Summer Olympics
11961,11961,Entity,Angels & Demons
10015,10015,Entity,The Cider House Rules
6833,6833,Entity,June
2998,2998,Entity,cello
1153,1153,Entity,dark wave
6154,6154,Entity,Hammond organ
5773,5773,Entity,Peter Buck
13377,13377,Entity,Mono County
2734,2734,Entity,Jimmy Page
4210,4210,Entity,David Spade
12535,12535,Entity,Game Change
1904,1904,Entity,CeCe Winans
5376,5376,Entity,Ray Winstone
9165,9165,Entity,James Hong
6858,6858,Entity,Jean Cocteau
1549,1549,Entity,Burt Lancaster
7222,7222,Entity,Kingdom of the Netherlands
420,420,Entity,Melvins
9502,9502,Entity,Siena
3762,3762,Entity,Count Dracula
11495,11495,Entity,Cleopatra
6723,6723,Entity,indie pop
8245,8245,Entity,nursing
6779,6779,Entity,Nick Broomfield
4587,4587,Entity,Central European Time
4480,4480,Entity,University of Alabama at Birmingham
11102,11102,Entity,Limitless
506,506,Entity,Ralph Richardson
758,758,Entity,Ed Harris
11927,11927,Entity,Georgia Institute of Technology
1704,1704,Entity,Batman
2586,2586,Entity,Arthur C. Clarke Award
10110,10110,Entity,Democratic Republic of the Congo
2365,2365,Entity,Martine McCutcheon
4211,4211,Entity,conga
5272,5272,Entity,UTV Motion Pictures
9473,9473,Entity,Matthew Morrison
1407,1407,Entity,Harland and Wolff
1318,1318,Entity,Agnes Moorehead
8582,8582,Entity,Rodrigo Santoro
815,815,Entity,University of British Columbia
10409,10409,Entity,Dante Spinotti
9862,9862,Entity,University of Dhaka
630,630,Entity,roots reggae
2538,2538,Entity,UNK_25
1210,1210,Entity,Joanne Woodward
5830,5830,Entity,Televisa
12259,12259,Entity,Trenton
12400,12400,Entity,Chatham
11041,11041,Entity,Britpop
14408,14408,Entity,"Charles, Prince of Wales"
7679,7679,Entity,Andrew Lincoln
8272,8272,Entity,FC St. Gallen
1794,1794,Entity,Bergamo
3022,3022,Entity,Crunk
14288,14288,Entity,Kingston
511,511,Entity,Harry Dean Stanton
4907,4907,Entity,Hobart and William Smith Colleges
12670,12670,Entity,FC Khimki
5674,5674,Entity,King Arthur
4223,4223,Entity,starting pitcher
2859,2859,Entity,Steve Jordan
11077,11077,Entity,Winchester
9004,9004,Entity,Royal Navy
7931,7931,Entity,Manchester
7589,7589,Entity,Louis Armstrong
7749,7749,Entity,Richard III
6892,6892,Entity,Topsy-Turvy
4491,4491,Entity,Jeremy Northam
6119,6119,Entity,Eddie Albert
5298,5298,Entity,Jermaine Dupri
539,539,Entity,Michael Hordern
3531,3531,Entity,T. Rajendar
714,714,Entity,John Cale
865,865,Entity,Bremen
4272,4272,Entity,Grammy Award for Best Rock Gospel Album
9968,9968,Entity,Danny Denzongpa
12978,12978,Entity,Box Elder County
6490,6490,Entity,The Motorcycle Diaries
8367,8367,Entity,John Box
7793,7793,Entity,David Chase
7657,7657,Entity,neofolk
7026,7026,Entity,Ajay Devgan
13883,13883,Entity,Kennebec County
360,360,Entity,Ken Burns
11188,11188,Entity,Regency Enterprises
12666,12666,Entity,Louisiana Tech University
6441,6441,Entity,The Human Stain
10048,10048,Entity,Wallace Shawn
1124,1124,Entity,CBS News
3133,3133,Entity,City Slickers
9230,9230,Entity,16 Blocks
2803,2803,Entity,Cairo
5589,5589,Entity,PolyGram Filmed Entertainment
2743,2743,Entity,Henry Mancini
4741,4741,Entity,University of Bucharest
12684,12684,Entity,End of Watch
4902,4902,Entity,Florida A&M University
4192,4192,Entity,21 Grams
6032,6032,Entity,Phil Hartman
5520,5520,Entity,Fort Collins
4762,4762,Entity,The Starter Wife
11492,11492,Entity,European theatre of World War I
12846,12846,Entity,Lionel Barrymore
11216,11216,Entity,FC Schaffhausen
12078,12078,Entity,Salzburg
7768,7768,Entity,The Golden Compass
13542,13542,Entity,Jonathan Frakes
13145,13145,Entity,Miramax
659,659,Entity,Itzhak Perlman
5313,5313,Entity,fiction
351,351,Entity,Heavy Metal
3104,3104,Entity,King's Lynn and West Norfolk
12795,12795,Entity,Rickey Henderson
5711,5711,Entity,Greece national football team
273,273,Entity,Abilene
445,445,Entity,Berlin
13354,13354,Entity,Shanxi
7677,7677,Entity,Michigan
9593,9593,Entity,melodic hardcore
5710,5710,Entity,Golden Gate Bridge
2469,2469,Entity,The Little Mermaid
8293,8293,Entity,David Simon
5551,5551,Entity,Colombia national football team
10199,10199,Entity,long snapper
1388,1388,Entity,Daniel Barenboim
7669,7669,Entity,Metallica
8745,8745,Entity,Carmine Infantino
9415,9415,Entity,Southeast Asia
3909,3909,Entity,lead guitar
204,204,Entity,Nick Park
8590,8590,Entity,Jack Elam
4571,4571,Entity,Tony Sirico
5561,5561,Entity,Fritz Lang
12934,12934,Entity,Napoleon
2153,2153,Entity,Alberto Iglesias
5701,5701,Entity,Ghana
9723,9723,Entity,Christian hardcore
11117,11117,Entity,Vernon Chatman
5662,5662,Entity,Guyana
4947,4947,Entity,CWA Ian Fleming Steel Dagger
7588,7588,Entity,Kid Cudi
7186,7186,Entity,Kentucky
13424,13424,Entity,Neve Campbell
398,398,Entity,Hangzhou
10426,10426,Entity,Norfolk
7658,7658,Entity,Vera Drake
2693,2693,Entity,Greater Houston
2617,2617,Entity,Tara Strong
3630,3630,Entity,2000 Major League Baseball season
7950,7950,Entity,Holby City
5147,5147,Entity,symphonic black metal
10411,10411,Entity,Golden Satellite Awards 2004
676,676,Entity,Jonathan Lynn
9811,9811,Entity,University of Michigan
11100,11100,Entity,I Spy
12856,12856,Entity,Steven Seagal
13319,13319,Entity,Imperial County
8393,8393,Entity,Tom DeFalco
1866,1866,Entity,esophageal cancer
12787,12787,Entity,65th British Academy Film Awards
3146,3146,Entity,Redlands
9361,9361,Entity,Lou Scheimer
9722,9722,Entity,Thuringia
7311,7311,Entity,Missouri Tigers football
13870,13870,Entity,Genesee County
13356,13356,Entity,Santa Cruz
12569,12569,Entity,Academy Award for Best Actress
2145,2145,Entity,Gateshead
10012,10012,Entity,William Howard Taft
7468,7468,Entity,Nine
3210,3210,Entity,Sonic X
7794,7794,Entity,A Civil Action
4701,4701,Entity,Van Helsing
1295,1295,Entity,Only Fools and Horses
10466,10466,Entity,Dark Shadows
11970,11970,Entity,Bureau of Land Management
13316,13316,Entity,The Wolfman
10807,10807,Entity,Marco Beltrami
11288,11288,Entity,War Horse
11067,11067,Entity,Katharine Hepburn
13820,13820,Entity,Richard Branson
3906,3906,Entity,Dwight D. Eisenhower
4186,4186,Entity,Anger Management
11571,11571,Entity,Regensburg
4710,4710,Entity,vitamin A
5010,5010,Entity,Eastern North Carolina
10024,10024,Entity,Windsor
10005,10005,Entity,T-Pain
3368,3368,Entity,Glen A. Larson
13854,13854,Entity,Washington County
4865,4865,Entity,P.S. I Love You
8210,8210,Entity,MSV Duisburg
9448,9448,Entity,Harold Gould
2766,2766,Entity,Jon Bon Jovi
3620,3620,Entity,Washington State Cougars football
7175,7175,Entity,Kraftwerk
9771,9771,Entity,time travel
14145,14145,Entity,Eureka
256,256,Entity,Australian Broadcasting Corporation
10468,10468,Entity,16th Screen Actors Guild Awards
2109,2109,Entity,liver tumor
12220,12220,Entity,Basra
65,65,Entity,The Full Monty
6167,6167,Entity,Roger Birnbaum
1102,1102,Entity,carpentry
12652,12652,Entity,58th Primetime Emmy Awards
2363,2363,Entity,Jane Krakowski
13943,13943,Entity,County Limerick
10544,10544,Entity,Mars Attacks!
1216,1216,Entity,Shanghai Knights
4142,4142,Entity,Cold Mountain
1823,1823,Entity,The Rose
6341,6341,Entity,China national football team
5390,5390,Entity,Christine Langan
3994,3994,Entity,feminism
600,600,Entity,Jaipur
5663,5663,Entity,Jason Lee
4322,4322,Entity,tight end
1848,1848,Entity,Rebecca Romijn
6398,6398,Entity,Stan Laurel
11234,11234,Entity,Kevin Corrigan
5688,5688,Entity,chronic kidney disease
11954,11954,Entity,Lorenz Hart
6832,6832,Entity,Jane Austen
2536,2536,Entity,Humboldt University of Berlin
4977,4977,Entity,visual effects art director
13916,13916,Entity,Zhejiang
7648,7648,Entity,Celtic rock
438,438,Entity,Brampton
485,485,Entity,Hud
9649,9649,Entity,train
7443,7443,Entity,Network
893,893,Entity,University of Missouri
5106,5106,Entity,Tony Scott
7541,7541,Entity,Notre Dame Fighting Irish football
2029,2029,Entity,Chris Thile
7115,7115,Entity,Prince of Persia: The Sands of Time
5856,5856,Entity,Ismail Merchant
8583,8583,Entity,Palau
3971,3971,Entity,Santa Barbara
12530,12530,Entity,El melon
220,220,Entity,Joe Jackson
3956,3956,Entity,David Hilbert
13460,13460,Entity,Melissa Etheridge
10865,10865,Entity,Mutiny on the Bounty
11189,11189,Entity,Albany Devils
6283,6283,Entity,Hobart
9161,9161,Entity,Bob Weinstein
12753,12753,Entity,Zaragoza
2555,2555,Entity,New York metropolitan area
11123,11123,Entity,49th Academy Awards
12331,12331,Entity,Oregon State Beavers football
5507,5507,Entity,Harry Potter and the Order of the Phoenix
12373,12373,Entity,cabaret
686,686,Entity,Destiny's Child
388,388,Entity,Star Trek: Insurrection
13946,13946,Entity,University of Southampton
9547,9547,Entity,The Beatles
2728,2728,Entity,The Edge
2380,2380,Entity,Procter & Gamble
12922,12922,Entity,Brighton & Hove Albion F.C.
14204,14204,Entity,Andrew Jackson
7619,7619,Entity,superhero film
12539,12539,Entity,Bounce TV
7763,7763,Entity,Walter Plunkett
1233,1233,Entity,2001 Grammy Awards
4411,4411,Entity,Stacy Keach
1860,1860,Entity,Radcliffe College
1208,1208,Entity,KwaZulu-Natal
644,644,Entity,Peter Ustinov
6292,6292,Entity,David A. Stewart
8776,8776,Entity,Percy Jackson & the Olympians: The Lightning Thief
7968,7968,Entity,John Swartzwelder
1745,1745,Entity,Michael Keaton
1922,1922,Entity,Kirk Franklin
6792,6792,Entity,Jamaica national football team
6074,6074,Entity,George Duning
14398,14398,Entity,"Englewood, New Jersey"
6257,6257,Entity,Adam Goldberg
1197,1197,Entity,Three Kings
10776,10776,Entity,Monterey
10988,10988,Entity,Gwyneth Paltrow
10567,10567,Entity,Don Siegel
10445,10445,Entity,Richard Portman
3303,3303,Entity,Rhino Entertainment
4274,4274,Entity,Dennis Hopper
4699,4699,Entity,Kellogg School of Management
2328,2328,Entity,Con Air
6657,6657,Entity,avant-garde music
10962,10962,Entity,13 Assassins
11464,11464,Entity,Feyenoord
4107,4107,Entity,106th United States Congress
3100,3100,Entity,Irvine
9499,9499,Entity,Silver Star
5540,5540,Entity,Alpha Delta Pi
11081,11081,Entity,52nd Primetime Emmy Awards
15,15,Entity,Monte Carlo
3252,3252,Entity,Chittagong
14133,14133,Entity,Scottsdale
13805,13805,Entity,Atlantic County
2575,2575,Entity,Peter Cook
10910,10910,Entity,An Inconvenient Truth
1586,1586,Entity,Minas Gerais
7436,7436,Entity,Lesotho
14194,14194,Entity,Greenwich
2480,2480,Entity,Cardiff
6867,6867,Entity,Mark Mancina
14276,14276,Entity,The Right Stuff
566,566,Entity,easy listening
2761,2761,Entity,Kid Rock
11111,11111,Entity,F.C. Lorient
85,85,Entity,Jackie Gleason
10712,10712,Entity,The End Records
6772,6772,Entity,Ukraine national football team
9887,9887,Entity,The Smurfs
1871,1871,Entity,Travis Tritt
8541,8541,Entity,20th Century Fox Home Entertainment
5154,5154,Entity,UNK_7
11389,11389,Entity,Edward VII
7342,7342,Entity,Universal Records
5844,5844,Entity,Alice in Wonderland
4922,4922,Entity,Jersey Girl
3764,3764,Entity,Jack Huston
2677,2677,Entity,Richard Chamberlain
12389,12389,Entity,Messina
3093,3093,Entity,Columbia
4092,4092,Entity,Gustavo Cerati
5661,5661,Entity,George H. W. Bush
11493,11493,Entity,Goldie Hawn
6458,6458,Entity,bay
9770,9770,Entity,Tim Curry
12775,12775,Entity,Silver Linings Playbook
6086,6086,Entity,Gorillaz
5089,5089,Entity,Robert Forster
8017,8017,Entity,Bradford Park Avenue A.F.C.
14107,14107,Entity,Aachen
2889,2889,Entity,Steven Tyler
7646,7646,Entity,liberal arts college
7719,7719,Entity,Irwin Winkler
3232,3232,Entity,chemotherapy
12204,12204,Entity,economist
5664,5664,Entity,geography
11322,11322,Entity,Rajendra Nath
2708,2708,Entity,Levon Helm
6464,6464,Entity,Tate Donovan
12809,12809,Entity,breakbeat
8504,8504,Entity,physics
4087,4087,Entity,Brad Dourif
5835,5835,Entity,Ed O'Neill
13259,13259,Entity,Bryn Mawr
12654,12654,Entity,Bendigo
10380,10380,Entity,Raghuvaran
5142,5142,Entity,Electric Light Orchestra
8471,8471,Entity,Enlightenment in Spain
12996,12996,Entity,The Third Man
7210,7210,Entity,right fielder
10488,10488,Entity,Carlton Cuse
12838,12838,Entity,LGBT
11536,11536,Entity,Dick Cheney
8746,8746,Entity,political science
564,564,Entity,Angela Lansbury
1378,1378,Entity,Laval
10534,10534,Entity,Seraphim Falls
1814,1814,Entity,Providence College
12881,12881,Entity,The African Queen
4286,4286,Entity,The King of Comedy
1899,1899,Entity,Birkenhead
9130,9130,Entity,American Council of Learned Societies
4987,4987,Entity,Flight of the Conchords
10095,10095,Entity,Yerevan
7573,7573,Entity,Melbourne Victory
14280,14280,Entity,Hannah and Her Sisters
14373,14373,Entity,Great Falls
1671,1671,Entity,Ray Romano
6335,6335,Entity,Eva Longoria
11031,11031,Entity,Anthrax
4080,4080,Entity,Communist Party USA
14068,14068,Entity,Mughal Empire
9830,9830,Entity,Trinity College
6823,6823,Entity,Jules Verne
9110,9110,Entity,Natalie Morales
5565,5565,Entity,Ronny Cox
1467,1467,Entity,docudrama
3913,3913,Entity,High Anxiety
9710,9710,Entity,Theravada
10235,10235,Entity,Kayserispor
8378,8378,Entity,Oxford
12152,12152,Entity,Chick Corea
10479,10479,Entity,Tennis Borussia Berlin
2700,2700,Entity,Italian Renaissance
5850,5850,Entity,John Woo
1055,1055,Entity,Benjamin Franklin
4339,4339,Entity,Len Wein
20,20,Entity,Everett
162,162,Entity,Albanian
7729,7729,Entity,Exodus
10987,10987,Entity,British Raj
252,252,Entity,East Lansing
25,25,Entity,Nikolai Gogol
3949,3949,Entity,SC Cambuur
5274,5274,Entity,Satellite Award for Best Cinematography
8627,8627,Entity,Orry-Kelly
3675,3675,Entity,The Prize
13050,13050,Entity,Houston Rockets
562,562,Entity,Bahrain
2416,2416,Entity,Brad Garrett
2063,2063,Entity,Newburgh
1607,1607,Entity,Claire Danes
345,345,Entity,Mstislav Rostropovich
14017,14017,Entity,Denzel Washington
5443,5443,Entity,Anthony LaPaglia
9387,9387,Entity,March of the Penguins
913,913,Entity,Colm Meaney
37,37,Entity,timpani
11867,11867,Entity,children's literature
753,753,Entity,Peter Fonda
13878,13878,Entity,Flathead County
782,782,Entity,Porto Alegre
6728,6728,Entity,Miami metropolitan area
13035,13035,Entity,New York Knicks
2758,2758,Entity,George Michael
2920,2920,Entity,Waddy Wachtel
3139,3139,Entity,Barrow-in-Furness
8932,8932,Entity,Roman Empire
3143,3143,Entity,Charles Stross
6897,6897,Entity,Emily Blunt
6714,6714,Entity,Sparks
5618,5618,Entity,Irish American
118,118,Entity,Adolphe Menjou
1579,1579,Entity,Chris Cornell
12384,12384,Entity,pornographic actor
4836,4836,Entity,Teletoon
3183,3183,Entity,speaker
3023,3023,Entity,Breakcore
660,660,Entity,Ben Kingsley
5822,5822,Entity,George Fenton
5579,5579,Entity,Richard Masur
8857,8857,Entity,Pittsburgh
9436,9436,Entity,Spanish Civil War
5471,5471,Entity,Legislative Assembly of Ontario
2053,2053,Entity,Andover
11229,11229,Entity,Espoo
3693,3693,Entity,Digital Equipment Corporation
8171,8171,Entity,San Diego State Aztecs football
1442,1442,Entity,Alice in Wonderland
4029,4029,Entity,Colchester United F.C.
12269,12269,Entity,San Juan
1552,1552,Entity,Walter Lantz
13795,13795,Entity,Mercer County
4062,4062,Entity,Northwich Victoria F.C.
1687,1687,Entity,"University of California, Riverside"
9061,9061,Entity,social problem film
8978,8978,Entity,Rhine
12238,12238,Entity,Montgomery
1014,1014,Entity,Loretta Young
14326,14326,Entity,Lawrence
12481,12481,Entity,Dubuque
12650,12650,Entity,Jack Reacher
13185,13185,Entity,Cascade Range
3801,3801,Entity,Rich Sommer
6625,6625,Entity,January Jones
3438,3438,Entity,Mark Cuban
6660,6660,Entity,The Taking of Pelham 123
13626,13626,Entity,Wood County
5268,5268,Entity,Satellite Award for Best Adapted Screenplay
